epoch,epoch_times,cumulative_times,mae_train,mse_train,r2_train,mae_val,mse_val,r2_val
0,1.1638898849487305,1.1638898849487305,1.4360572566134224,3.1661693764826793,-0.07648540023649142,1.446881075868414,3.2314318145299703,-0.07067493652087653
1,1.1489005088806152,2.3127903938293457,1.3597715695016106,2.9185771290065454,0.007695010830426119,1.3758203364131565,3.004866213589508,0.004393368901507433
2,1.122023105621338,3.4348134994506836,1.300810638641379,2.6515748328678663,0.09847476372608777,1.3139390173629255,2.7306418607213754,0.09525251693594394
3,1.1778507232666016,4.612664222717285,1.1171741364572667,2.061065866365119,0.2992455392476179,1.1402714246824073,2.1576657310362695,0.28509751955061646
4,1.1359350681304932,5.748599290847778,1.002666714188319,1.6431130451512868,0.441347889603922,1.0262148530269173,1.7306271262629007,0.4265888327826721
5,1.2355363368988037,6.984135627746582,0.8549560113702133,1.1922857586858597,0.5946274315996822,0.8726676690460629,1.2507916318913763,0.5855734151484996
6,1.138929843902588,8.12306547164917,0.6508486878181039,0.7699424388616075,0.7382225345828615,0.65931327389515,0.8053385632371436,0.7331660191019186
7,1.1489286422729492,9.27199411392212,0.627329744777558,0.6778315209505142,0.7695398921033321,0.634010482194429,0.70300579137354,0.7670720831340962
8,1.2257475852966309,10.49774169921875,0.5538704032422631,0.5507877975024099,0.8127342690369803,0.5609752462315718,0.5732097027341239,0.8100776072920859
9,1.1598989963531494,11.6576406955719,0.5104207648459212,0.48293471888254136,0.8358040545759117,0.5216346380642393,0.5034844712950108,0.8331797682008515
10,1.2346999645233154,12.892340660095215,0.5122581120764489,0.4781333048303836,0.8374365168712106,0.5226555707054145,0.5007050211331129,0.8341006874083285
11,1.0511887073516846,13.9435293674469,0.4560250830278661,0.39400539088993947,0.8660396837712223,0.4702347262120165,0.4195061820358393,0.8610044151939906
12,1.104048490524292,15.047577857971191,0.4476720096209356,0.3702747890546629,0.874107997047273,0.4632108466017161,0.39614178797210764,0.8687457733803379
13,1.169872760772705,16.217450618743896,0.4403930660283421,0.35205737815733623,0.8803018466267504,0.4571273003184116,0.3770220403574358,0.8750807467725001
14,1.1409492492675781,17.358399868011475,0.4171260603484786,0.32304686758220064,0.8901653085500139,0.4341098855090105,0.34609968590165946,0.8853262948125815
15,1.1898198127746582,18.548219680786133,0.41910775220296415,0.32611036569365853,0.8891237309846658,0.43483432701567687,0.34772631750798194,0.8847873406301008
16,1.1150195598602295,19.663239240646362,0.3967460845708088,0.3022600399017267,0.8972327499451171,0.40937897531877826,0.32087978101272563,0.8936824420611811
17,1.1718673706054688,20.83510661125183,0.3982044712531888,0.3004121424630544,0.8978610279610187,0.41155066369033855,0.31923395789053877,0.894227754996131
18,1.1678783893585205,22.00298500061035,0.37682257351813386,0.2688691332970618,0.9085855296566414,0.3894926102811988,0.2878811575876037,0.9046159232759496
19,1.3134868144989014,23.316471815109253,0.37545259830583083,0.27160560188609867,0.9076551408700577,0.3876446575735226,0.28943502208008837,0.9041010791256344
20,1.1608965396881104,24.477368354797363,0.3605790698202938,0.2550704354428668,0.9132770338107297,0.3718703861898431,0.27232740533252137,0.90976937031249
21,1.1628899574279785,25.640258312225342,0.36134296636516,0.25740130299623515,0.9124845478149636,0.3719529394687129,0.27453499923461316,0.9090379250595348
22,1.215749979019165,26.856008291244507,0.34535970306204883,0.2392816258184427,0.9186451683060128,0.3552882039399059,0.2546503565150493,0.9156263322435516
23,1.1718673706054688,28.027875661849976,0.34167775903507375,0.2288381014616933,0.9221959263862847,0.3529021594463693,0.2456825449748969,0.918597650099714
24,1.0531845092773438,29.08106017112732,0.3324593650924292,0.22257202917129915,0.9243263668445677,0.34243209370964384,0.2381533542987907,0.9210923076422145
25,1.1469340324401855,30.227994203567505,0.3320813483981959,0.22486953902148418,0.9235452223394778,0.3421569566393065,0.24067903083852119,0.9202554716128454
26,1.1678779125213623,31.395872116088867,0.3245920593006618,0.21644703055321182,0.9264088427973117,0.3347399321604122,0.23258355114685433,0.9229377585068494
27,1.0850989818572998,32.48097109794617,0.3154560518706775,0.20217893759448063,0.9312599394800654,0.3275089440221165,0.21936201836018898,0.9273184679228489
28,1.0751256942749023,33.55609679222107,0.32214406974487314,0.20936659611041022,0.9288161632526295,0.33509935305557514,0.2279085794184062,0.9244867235928793
29,1.0980644226074219,34.65416121482849,0.3267485773490898,0.21823225363754747,0.9258018738206275,0.3360760121335205,0.23357834534069769,0.9226081519202103
30,1.044208288192749,35.69836950302124,0.3155481721667015,0.20526436328488126,0.9302109066222842,0.3255684347182996,0.22083965069947942,0.9268288818811576
31,1.1259593963623047,36.824328899383545,0.3001759945152179,0.1852526918736271,0.9370147978697185,0.3117347308709155,0.20126111606805275,0.9333158658334164
32,1.1399521827697754,37.96428108215332,0.30800501171774886,0.19804109693037233,0.9326667893777691,0.3178684153934475,0.21245923402914524,0.9296055773528625
33,1.2466673851013184,39.21094846725464,0.2928549981683181,0.17369689143672115,0.9409437255356777,0.30610802067512455,0.1913235606113562,0.9366084903319218
