estimator,mean_train_r2,std_train_r2,mean_test_r2,std_test_r2,mean_train_neg_MAE,std_train_neg_MAE,mean_test_neg_MAE,std_test_neg_MAE,mean_train_neg_RMSE,std_train_neg_RMSE,mean_test_neg_RMSE,std_test_neg_RMSE,params,mean_fit_time,mean_score_time,elem_prop,mat_prop
RandomForestRegressor,0.9729487744207931,0.003580912807463532,0.8411769939145108,0.03402226287791654,-3.1072477460600003e-06,7.125649653999495e-08,-8.002347694980001e-06,2.3267297017999906e-07,-6.968096882462283e-06,4.0641307232051475e-07,-1.6817090528163303e-05,1.6862014929488725e-06,"{'max_depth': None, 'n_estimators': 500}",12.098829865455627,0.06979918479919434,magpie,aflow__agl_thermal_expansion_300K
