estimator,mean_train_r2,std_train_r2,mean_test_r2,std_test_r2,mean_train_neg_MAE,std_train_neg_MAE,mean_test_neg_MAE,std_test_neg_MAE,mean_train_neg_RMSE,std_train_neg_RMSE,mean_test_neg_RMSE,std_test_neg_RMSE,params,mean_fit_time,mean_score_time,elem_prop,mat_prop
RandomForestRegressor,0.6984761593728738,0.07389676773998298,-0.17569538164665102,0.0149609138651903,-4.979544362153331,0.4550905939109172,-10.76939469909749,0.8374686195721613,-17.064693429739446,2.9441747170947727,-33.66233893659879,3.672429417077128,"{'max_features': 0.1, 'n_estimators': 32}",4.459439913431804,0.00997312863667806,mat2vec,mp_elastic_anisotropy
RandomForestRegressor,0.699305784854651,0.06204848396722834,-0.2218706981674535,0.01981328980111616,-4.8678442516131115,0.47062412448986635,-10.71393937582315,0.5541040518060576,-17.070374482449285,2.5988195689094624,-34.31833899928539,3.7781275731640016,"{'max_features': 0.1, 'n_estimators': 64}",9.887741009394327,0.019281943639119465,mat2vec,mp_elastic_anisotropy
RandomForestRegressor,0.7105705937365112,0.061357697638706084,-0.1654622676808278,0.026207640606183722,-4.643667136981304,0.36296968154078063,-10.328225644479039,0.5282909985499906,-16.743170850649562,2.5922890585893805,-33.52918268981003,3.796537599048706,"{'max_features': 0.1, 'n_estimators': 128}",17.83056362469991,0.027260780334472656,mat2vec,mp_elastic_anisotropy
RandomForestRegressor,0.7133023685835873,0.059942160002934966,-0.16328935440076017,0.0061529716892276725,-4.5969432420416565,0.3663981695600651,-10.181494320059207,0.4826457064396925,-16.664055393654664,2.5413173497237036,-33.47098025179522,3.519463035870084,"{'max_features': 0.1, 'n_estimators': 256}",39.54585679372152,0.05285867055257162,mat2vec,mp_elastic_anisotropy
RandomForestRegressor,0.7142396240568756,0.060357069850932484,-0.15802998816737004,0.015084481885504882,-4.565717752370502,0.363615902013105,-10.150622310661541,0.48942411354006954,-16.636606362530987,2.564637359990225,-33.40733430327118,3.6443643696386365,"{'max_features': 0.1, 'n_estimators': 512}",70.05365546544392,0.10239291191101074,mat2vec,mp_elastic_anisotropy
RandomForestRegressor,0.6875624779640038,0.05318666848976614,-0.1933016688774769,0.058075320268501526,-4.986935244868255,0.4525741568283487,-10.710834034401467,0.33365883144058284,-17.425355855363605,2.3667072358481245,-33.815942733568974,2.876386328701551,"{'max_features': 0.25, 'n_estimators': 32}",13.473694245020548,0.0109710693359375,mat2vec,mp_elastic_anisotropy
RandomForestRegressor,0.6902874612165296,0.06082972435738145,-0.1573496760622227,0.021578620184951266,-4.847071919331877,0.38083247802197645,-10.479874789690843,0.6080910537229313,-17.3277837183643,2.5283608745518102,-33.40818593129833,3.7479803497030324,"{'max_features': 0.25, 'n_estimators': 64}",26.576677401860554,0.016622304916381836,mat2vec,mp_elastic_anisotropy
RandomForestRegressor,0.7036785928044867,0.061889415059628444,-0.17943440011699793,0.023937038652895856,-4.810544161278448,0.47674359894172486,-10.545422462056104,0.5715294090389289,-16.94635641810861,2.6156291792522115,-33.727597051528384,3.8095737138634402,"{'max_features': 0.25, 'n_estimators': 128}",52.905724128087364,0.029255072275797527,mat2vec,mp_elastic_anisotropy
RandomForestRegressor,0.7080574985430963,0.06478452377643795,-0.17959731991027397,0.022478267384184472,-4.703348726841682,0.42197337757303915,-10.50883405513294,0.6494534258672222,-16.808750648907875,2.6882460726085378,-33.728219387706666,3.7823760245120255,"{'max_features': 0.25, 'n_estimators': 256}",112.26808643341064,0.05651545524597168,mat2vec,mp_elastic_anisotropy
RandomForestRegressor,0.7060022721680267,0.06016760623152245,-0.18371818832206124,0.006268479892359297,-4.684495909306832,0.3908674942757821,-10.49800550130144,0.46600859812305084,-16.87844751750201,2.54146279398337,-33.75865021877545,3.5130241123511703,"{'max_features': 0.25, 'n_estimators': 512}",216.35113716125488,0.10405500729878743,mat2vec,mp_elastic_anisotropy
RandomForestRegressor,0.6851542909441223,0.06828850659717961,-0.2207234457099331,0.018762007439379766,-5.014876704833621,0.4756074120632415,-11.031250781656885,0.44223150838102654,-17.456287544273632,2.722845625094565,-34.25299552843707,3.2944227683632956,"{'max_features': 0.33, 'n_estimators': 32}",18.1124685605367,0.01030588150024414,mat2vec,mp_elastic_anisotropy
RandomForestRegressor,0.6914313574725895,0.06420175514009294,-0.1922457545060218,0.03796832463823633,-4.895257250881639,0.40075266930678144,-10.811358076452024,0.7734636439885066,-17.293117501348934,2.659553710285449,-33.92632652083969,3.994128670509793,"{'max_features': 0.33, 'n_estimators': 64}",36.085386991500854,0.016954501469930012,mat2vec,mp_elastic_anisotropy
RandomForestRegressor,0.7001210919293337,0.06360973410833723,-0.17763067086365103,0.048317036641393515,-4.803230880011736,0.40087764865042097,-10.634623851367685,0.706344690365175,-17.04207123038311,2.635404205747889,-33.723954512422296,4.105376009959209,"{'max_features': 0.33, 'n_estimators': 128}",72.49955526987712,0.029587745666503906,mat2vec,mp_elastic_anisotropy
RandomForestRegressor,0.7042023568924914,0.065386515243037,-0.1728163021163336,0.026651433161534874,-4.783391310772674,0.43423296391510136,-10.58981385419708,0.6606672932039033,-16.920888458227438,2.7048571798877132,-33.636042373516766,3.8366788817488184,"{'max_features': 0.33, 'n_estimators': 256}",146.9363911151886,0.05551822980244955,mat2vec,mp_elastic_anisotropy
