estimator,mean_train_r2,std_train_r2,mean_test_r2,std_test_r2,mean_train_neg_MAE,std_train_neg_MAE,mean_test_neg_MAE,std_test_neg_MAE,mean_train_neg_RMSE,std_train_neg_RMSE,mean_test_neg_RMSE,std_test_neg_RMSE,params,mean_fit_time,mean_score_time,elem_prop,mat_prop
RandomForestRegressor,0.9600430977755561,0.0013363792924250828,0.7035082075783272,0.004312634045852581,-0.2060505423000002,0.0028715175000000315,-0.5693656438999999,0.00930298309999994,-0.3337744609999852,0.002483628356863804,-0.9093916000338869,0.0018320024935665202,"{'max_depth': None, 'n_estimators': 500}",9.634049415588379,0.055352210998535156,magpie,aflow__Egap
