estimator,mean_train_r2,std_train_r2,mean_test_r2,std_test_r2,mean_train_neg_MAE,std_train_neg_MAE,mean_test_neg_MAE,std_test_neg_MAE,mean_train_neg_RMSE,std_train_neg_RMSE,mean_test_neg_RMSE,std_test_neg_RMSE,params,mean_fit_time,mean_score_time,elem_prop,mat_prop
RandomForestRegressor,0.9592994380446317,0.0009625149592908058,0.7593538664298193,0.02026146706739207,-0.15759026427534972,0.004081217758553892,-0.391322816223689,0.020680204649699368,-0.2351219888011841,0.004939703553284591,-0.5710010524003488,0.03359464513541818,"{'max_features': 0.1, 'n_estimators': 32}",0.890617847442627,0.008311033248901367,mat2vec,mp_e_form
RandomForestRegressor,0.9643084502689091,0.002924689352288553,0.7745151926139918,0.02503610601171798,-0.1488678887344922,0.005949695956686378,-0.37978908401949946,0.024974505068808547,-0.22003990196850187,0.010424196425230361,-0.5525070107399683,0.039947005888269355,"{'max_features': 0.1, 'n_estimators': 64}",1.6566054821014404,0.011968294779459635,mat2vec,mp_e_form
RandomForestRegressor,0.9656269716735748,0.0020389023793781014,0.7709831520437033,0.02472475724317233,-0.14793270266314054,0.005814904593572383,-0.3837681245732157,0.02669728622368401,-0.21601283400100335,0.007956735331744489,-0.5568234211127833,0.03909792306621961,"{'max_features': 0.1, 'n_estimators': 128}",3.3308064142862954,0.019613901774088543,mat2vec,mp_e_form
RandomForestRegressor,0.9663115495441961,0.0017171604843872182,0.7748454855277526,0.02267293270288157,-0.14640402888235954,0.005071524224296768,-0.37954283146723095,0.024532182887490907,-0.21386851706055787,0.006952648517270319,-0.5521713502706738,0.03674845182718485,"{'max_features': 0.1, 'n_estimators': 256}",7.298646291097005,0.03489804267883301,mat2vec,mp_e_form
RandomForestRegressor,0.9668190503171242,0.0015106298706879721,0.7745705532457104,0.022080632041531267,-0.1452771257112684,0.0050601235103376494,-0.37914497679982834,0.023209219274091364,-0.21227066906534842,0.006668772045889621,-0.5525214983322745,0.035895356838818615,"{'max_features': 0.1, 'n_estimators': 512}",13.693478027979532,0.0654919942220052,mat2vec,mp_e_form
RandomForestRegressor,0.9614462817478788,0.0027893305568448884,0.7720706911075128,0.01891994515489981,-0.15495422773246134,0.006918990753588588,-0.3796379397157632,0.022826382622204097,-0.22875223475351306,0.010454271329534788,-0.5557023573487777,0.03214991459747393,"{'max_features': 0.25, 'n_estimators': 32}",2.090644915898641,0.007978598276774088,mat2vec,mp_e_form
RandomForestRegressor,0.9664941855494313,0.002296857787788619,0.7838689719944831,0.02143131829706979,-0.1457437808563585,0.00621382563189194,-0.37100647979736984,0.02479722050565188,-0.21324614595349797,0.008859516414363337,-0.5409589078959498,0.03506117622788327,"{'max_features': 0.25, 'n_estimators': 64}",3.8909464677174888,0.011635541915893555,mat2vec,mp_e_form
RandomForestRegressor,0.9674162700908179,0.0018355273181193275,0.7842511777986263,0.02292853679813498,-0.14256520910333043,0.0057482238699135295,-0.36889265105495744,0.021971117435541827,-0.2103275655715222,0.007615609232565404,-0.5404458822589274,0.037252156607586955,"{'max_features': 0.25, 'n_estimators': 128}",7.727019548416138,0.019614696502685547,mat2vec,mp_e_form
RandomForestRegressor,0.9674090387091354,0.001917602115983989,0.785904354596742,0.024980743562607616,-0.14142755603668009,0.00539620324388869,-0.36680585188207565,0.02424614145122301,-0.21034186292718315,0.007766326967227414,-0.5382712664084243,0.03991111259198374,"{'max_features': 0.25, 'n_estimators': 256}",15.538685083389282,0.03656888008117676,mat2vec,mp_e_form
RandomForestRegressor,0.9681690311330007,0.002082042555648547,0.7855670147718649,0.023912290809832624,-0.1407690087882954,0.00572029731142196,-0.3671144341593202,0.02445205352227505,-0.2078534482030275,0.008193287971338404,-0.5387532397890323,0.038618575773398445,"{'max_features': 0.25, 'n_estimators': 512}",32.768435875574745,0.08776537577311198,mat2vec,mp_e_form
RandomForestRegressor,0.9624917112445281,0.0031041613982024006,0.7759783600589046,0.023426413071650283,-0.14942535817423463,0.006351000637437668,-0.37718233391137385,0.027307269470326218,-0.22556275597790468,0.010630090473353166,-0.5507287387823779,0.037523253541138,"{'max_features': 0.33, 'n_estimators': 32}",2.661914904912313,0.008643229802449545,mat2vec,mp_e_form
RandomForestRegressor,0.9663796298262817,0.003037094754807537,0.7827639084580226,0.024553682899961904,-0.14434923844579525,0.007351332702861962,-0.36870933203866646,0.023747965624242487,-0.21353018983450567,0.011124145222054934,-0.5421682279450355,0.03857074599693199,"{'max_features': 0.33, 'n_estimators': 64}",5.293535312016805,0.012632926305135092,mat2vec,mp_e_form
RandomForestRegressor,0.9673539556705069,0.0025971746568674067,0.7845859971905815,0.021474316951724207,-0.14216221002213172,0.007290358752902173,-0.3662306143893049,0.02298999191474987,-0.21045641523715009,0.009887221153355295,-0.5401112446378362,0.03576346396807124,"{'max_features': 0.33, 'n_estimators': 128}",10.231801589330038,0.019946575164794922,mat2vec,mp_e_form
RandomForestRegressor,0.9682054041156706,0.0022938221727132296,0.7889965163191052,0.021882265368531464,-0.14024653223567674,0.00673366514625916,-0.3625916535836922,0.02293369606363733,-0.2077237443230101,0.009173602709766523,-0.5344679153579723,0.03590556728736208,"{'max_features': 0.33, 'n_estimators': 256}",20.862697919209797,0.037233988444010414,mat2vec,mp_e_form
