epoch,train loss,val loss,swa
0.0,302.1691695019586,305.554271282536,n
19.0,82.05411967096639,119.45779222545058,y
39.0,48.319203061019266,93.28444815154123,y
59.0,33.65613489975164,78.48809799345413,y
79.0,23.181360880533855,72.83241634557743,y
99.0,17.44290714285323,64.32583663487199,y
119.0,16.1457300154047,66.13661647079014,y
139.0,13.921427288975913,66.56176017534615,y
159.0,13.803424651106333,68.92007552043046,y
179.0,10.130599067936307,58.18166283333655,y
199.0,8.760181225777742,58.34607522794516,y
219.0,8.813937254626342,56.38059937127746,y
239.0,8.925004301916736,58.43877252257696,y
