epoch,train loss,val loss,swa
0.0,0.4797351180176408,0.5595643119480525,n
19.0,0.2575182581444073,0.41701260625410586,y
39.0,0.22619325524681383,0.4138555704189103,y
59.0,0.20605385118206898,0.42345870760622556,y
79.0,0.1885200114370158,0.4372791957646569,y
99.0,0.17055201496956035,0.45646041709452356,y
