epoch,train loss,val loss,swa
0.0,293.92165403700903,282.3861140241527,n
19.0,76.30717582745838,87.39762747408163,y
39.0,50.61675810678899,64.88577833079329,y
59.0,34.10237143614824,52.12522510567097,y
79.0,27.22015596435132,52.80617214934995,y
99.0,20.624631702427415,46.21838170831854,y
119.0,15.13374302260333,41.71313885004834,y
139.0,13.68912019221996,42.50243100253019,y
159.0,14.272069388850763,42.86247184059837,y
179.0,11.142965457177514,40.700577629937065,y
199.0,10.05576647178503,36.82155578305023,y
219.0,10.33755236114813,42.412650137236625,y
