epoch,train loss,val loss,swa
0.0,245.68583875868055,236.3489794921875,n
19.0,188.96034288194446,198.6785009765625,y
39.0,140.82407606336807,186.236357421875,y
59.0,90.98414930555556,156.4957080078125,y
79.0,63.62735188802083,145.21744140625,y
99.0,46.40176161024306,132.968369140625,y
119.0,42.1533837890625,134.8751318359375,y
139.0,31.701642795138888,122.0090478515625,y
159.0,30.284467230902777,115.0976171875,y
179.0,24.78595757378472,114.0448486328125,y
199.0,26.744432779947918,118.349677734375,y
219.0,19.738785536024306,114.8926611328125,y
239.0,20.497396104600693,113.2999365234375,y
259.0,17.53232638888889,105.3932861328125,y
279.0,16.726671006944443,110.1518115234375,y
