epoch,train loss,val loss,swa
0.0,228.75313422309029,183.7294947306315,n
19.0,187.57478515625,139.2770207722982,y
39.0,109.97546440972222,130.47327423095703,y
59.0,82.31592881944445,119.3650131225586,y
79.0,67.84503580729167,101.95871225992839,y
99.0,45.6786865234375,97.19184112548828,y
119.0,35.79637776692709,94.00975799560547,y
139.0,23.519548611111112,93.97691599527995,y
159.0,27.65851616753472,90.2432378133138,y
179.0,18.151285264756943,89.96654001871745,y
199.0,18.91856499565972,90.66037241617839,y
219.0,19.291966959635417,88.55405934651692,y
239.0,24.22570882161458,86.0735600789388,y
259.0,17.272612847222224,86.72289276123047,y
279.0,18.245637749565972,92.04576365152995,y
299.0,12.071089952256944,86.90498606363933,y
