epoch,train loss,val loss,swa
0.0,294.48045451940794,270.36278239335167,n
19.0,78.31562334278837,76.78354697652382,y
39.0,44.64002101634664,60.100927371789915,y
59.0,32.417178619488446,54.67630730052986,y
79.0,23.185161456651354,45.83700773031405,y
99.0,17.48360142432415,44.26640455793626,y
119.0,15.174288860938827,43.203778861772896,y
139.0,12.298150042040296,41.271980512260214,y
159.0,12.565992595115308,42.14880643032565,y
179.0,10.814681142804847,40.35282701548964,y
199.0,9.13168301263725,42.500811284131345,y
219.0,9.622327387670428,42.330419559289915,y
239.0,10.334267889521804,35.585224113842045,y
259.0,8.691057138237786,38.60148545066909,y
279.0,7.463973558367581,38.03035018467667,y
299.0,7.628476394532356,36.22496440623066,y
