epoch,train loss,val loss,swa
0.0,299.9900181430263,362.6914876805674,n
19.0,79.75831016995373,136.0811705636506,y
39.0,44.18305206298828,106.43304700190478,y
59.0,26.513579747271887,89.82160436044825,y
79.0,22.758754296833807,93.57456547198909,y
99.0,19.061491134866685,91.95521001532526,y
119.0,15.38930538936997,86.39087321970723,y
139.0,12.494367927748655,79.25496061721651,y
159.0,11.701482234306892,78.26649867898166,y
179.0,11.61075751666143,71.74002875904046,y
199.0,9.393301535779097,77.0749395389368,y
219.0,9.12613169066147,80.06208499115293,y
239.0,7.946806822906598,71.31210553764117,y
259.0,7.707138344729309,74.6398156798712,y
