epoch,train loss,val loss,swa
0.0,225.83698079427083,240.75484212239584,n
19.0,173.48337510850695,221.29631551106772,y
39.0,105.65082845052083,171.7602793375651,y
59.0,77.06190321180556,157.20179239908853,y
79.0,61.761480034722226,148.44768778483072,y
99.0,46.21110731336805,144.58536783854166,y
119.0,32.03890787760417,123.33831278483073,y
139.0,32.16490966796875,124.5569356282552,y
159.0,29.742593315972222,106.62286885579427,y
179.0,27.55577175564236,133.35877990722656,y
199.0,17.957226019965276,118.33967590332031,y
219.0,18.847528483072917,125.22598775227864,y
