epoch,epoch_times,cumulative_times,mae_train,mse_train,r2_train,mae_val,mse_val,r2_val
0,0.37699222564697266,0.37699222564697266,4.916782648665875,126.32335884071796,-0.16280669140465043,4.833231522462198,125.13399476428066,-0.16366450552332745
1,0.3809804916381836,0.7579727172851562,4.7446124542116594,112.84991983495367,-0.038783666875277234,4.6513222491102555,111.82211799154007,-0.0398727370952614
2,0.3680155277252197,1.125988245010376,4.691566483605224,114.73624617933734,-0.05614730346277441,4.58497214072517,113.62986546124708,-0.05668360906822367
3,0.3869655132293701,1.512953758239746,4.69202340357655,119.1033257674559,-0.09634627706166277,4.580154786046062,117.93140397924685,-0.09668511067429719
4,0.39294886589050293,1.905902624130249,4.5798430310474005,112.01249717010303,-0.031075190096647054,4.493941417017154,110.99671357886585,-0.03219701460641544
5,0.3869655132293701,2.292868137359619,4.3867006901281425,111.67233339081207,-0.027943982041676252,4.3209068989115105,110.7850572696707,-0.0302287490296278
6,0.3789854049682617,2.671853542327881,3.878977191584802,99.01070365964686,0.08860633700146536,3.8505209906824995,98.36207431312806,0.08529688688155312
7,0.4149160385131836,3.0867695808410645,4.043765747378258,83.9529229016445,0.22721322953340728,3.9543883012873784,81.10371751224778,0.2457883446238911
8,0.3809812068939209,3.4677507877349854,3.7752837311630207,79.26261044524819,0.27038756212816617,3.721345224550792,76.61093498320976,0.287568290752241
9,0.4099302291870117,3.877681016921997,3.434981519774022,85.26228103121703,0.21516058615466538,3.45517851965768,84.03719681046121,0.21850890114852906
10,0.39594101905822754,4.273622035980225,3.3352030503751733,80.838593085617,0.2558806397618194,3.3764436098081725,79.41464355313434,0.26149563037886603
11,0.4358351230621338,4.709457159042358,3.306171173114647,76.15923967676785,0.2989540943088743,3.388242986478976,74.42383631421183,0.3079068813645237
12,0.41788315773010254,5.127340316772461,3.458345624672902,71.99848331811296,0.3372538622975392,3.5306095128080677,69.85197405591042,0.3504222173781206
13,0.3899576663970947,5.517297983169556,3.194857073295362,76.70970298324146,0.2938870788177226,3.3303187487380845,75.64410611356041,0.29655916841618457
14,0.3829762935638428,5.900274276733398,3.1832297936737364,78.25265253513295,0.27968422607612087,3.3184719960604396,77.41917824218731,0.2800521557956902
15,0.3859679698944092,6.286242246627808,3.2197898058945045,70.08917797971313,0.3548290205564748,3.356064155272075,68.79953864887844,0.360209179984294
16,0.38197898864746094,6.6682212352752686,3.146344711120752,70.21025066465387,0.3537145463255218,3.3198459961584637,69.11842970574895,0.3572437012212444
17,0.38497066497802734,7.053191900253296,3.1585231933710016,68.34608008567632,0.37087423906206485,3.3128408287784885,67.11570118330846,0.37586776976595293
18,0.42087459564208984,7.474066495895386,3.0659305183586016,68.9870870466483,0.36497376910705825,3.2637893315404654,67.76071303210901,0.36986958042096263
19,0.3869655132293701,7.861032009124756,3.130662587190744,64.75684315199585,0.40391316995989546,3.298949039301702,63.09113084146016,0.4132936480463736
20,0.39095497131347656,8.251986980438232,3.0714426038853926,65.6706792067119,0.3955013078227392,3.2553350210722005,64.104079102723,0.4038738901317992
21,0.40990471839904785,8.66189169883728,3.009294001638936,67.73532996765827,0.3764961947361777,3.21929585502616,66.15687591126091,0.38478421919428196
22,0.41289615631103516,9.074787855148315,3.0550411197740397,62.46778246012841,0.42498397676840527,3.2687390636120526,60.869147067192614,0.4339566473762885
23,0.400928258895874,9.47571611404419,3.1413293563884586,60.35993399266924,0.44438672480267083,3.3830408790281843,59.14090599142567,0.4500281617608952
24,0.3919520378112793,9.867668151855469,2.980545586255058,62.319318368073944,0.42635058893941247,3.2250491718628576,61.08079550073378,0.43198845503794425
25,0.37898683547973633,10.246654987335205,2.9861820650770396,60.98225936854652,0.4386582188640862,3.2423938445214713,59.78838918452504,0.44400699052639625
26,0.3969385623931885,10.643593549728394,3.053810060999153,59.063539394338356,0.45632003885855144,3.301334418196763,57.980099073529715,0.46082290870928433
27,0.40491747856140137,11.048511028289795,2.982949800654209,58.89769895760933,0.457846600306123,3.249391045048833,57.4946019339351,0.4653377153367205
28,0.3949441909790039,11.443455219268799,3.0292667603462653,57.563907315980046,0.4701241541968624,3.334586152806878,56.403932262046844,0.47548023165946673
29,0.4009280204772949,11.844383239746094,2.987846473174467,57.69149076980367,0.4689497483294116,3.292339930789811,56.413350078763635,0.4753926521088139
30,0.37400007247924805,12.218383312225342,2.968323843336372,57.61925657699686,0.4696146641732808,3.260248918405601,56.26160163348499,0.47680381363907387
31,0.3999295234680176,12.61831283569336,2.94219971824514,57.50091573987187,0.4707039917413427,3.2366231399721332,55.96041038228491,0.47960469575792497
32,0.41588807106018066,13.03420090675354,2.9742651241495697,56.61862544151219,0.4788254751479679,3.29262352298413,55.40464716872551,0.4847729310269493
33,0.3809816837310791,13.41518259048462,2.9069077953392655,57.43236101578432,0.47133503807060395,3.2174088950934157,56.18246896639672,0.477539695811552
34,0.37901830673217773,13.794200897216797,3.0093209861943673,56.40605083142848,0.4807822247253737,3.3631723321176,56.22841226962576,0.47711245306800476
35,0.4029223918914795,14.197123289108276,2.8956916739298886,56.202847352077484,0.4826527130315309,3.228988272004894,56.05646118140312,0.4787114859960889
36,0.37998414039611816,14.577107429504395,2.873451938195802,55.725748013001166,0.4870444131021583,3.210706618614495,56.03598831689377,0.4789018702781602
37,0.3779897689819336,14.955097198486328,2.8669709374840093,54.50060758788533,0.49832183239585615,3.2126836581953935,55.10186764176508,0.4875885830740745
38,0.411928653717041,15.36702585220337,2.9407613496049123,54.32643716114594,0.4999250714128991,3.3258074401744775,55.125918044583216,0.4873649300199566
