epoch,epoch_times,cumulative_times,mae_train,mse_train,r2_train,mae_val,mse_val,r2_val
0,0.18650150299072266,0.18650150299072266,126.620285093164,37972.55621499892,-0.027022374311902908,117.3640017449962,30764.318607993337,-0.03391516812395268
1,0.19248414039611816,0.3789856433868408,125.84105959826199,38068.57757174697,-0.029619409950844,116.90046399502405,30886.527753772356,-0.03802232522092708
2,0.1874985694885254,0.5664842128753662,124.49652463497237,37584.8049429061,-0.016535083705168985,115.77391412636388,30474.089424063357,-0.02416125940518543
3,0.18650150299072266,0.7529857158660889,122.22020103234533,36614.16261348665,0.009717333543850293,114.06330829423166,29690.773845583346,0.0021641036993249596
4,0.21143484115600586,0.9644205570220947,118.79006510634454,36032.556602116485,0.02544770427078924,112.43353988185073,29405.392227171953,0.011755097335135134
5,0.18550419807434082,1.1499247550964355,114.85470045204855,40529.4388604851,-0.09617694137702126,111.47309022791245,32508.531122393157,-0.09253397902786231
6,0.1825118064880371,1.3324365615844727,110.36133564323178,50567.69129778452,-0.36767591009868195,112.4268104838815,48975.24818397534,-0.6459409553407307
7,0.19547748565673828,1.527914047241211,106.61493977102324,76659.93091655655,-1.0733780422559471,117.89643960500571,108123.35604599811,-2.6337673936122292
8,0.19350719451904297,1.721421241760254,99.84890177758223,67117.66312230926,-0.8152936912609812,122.03337841067935,209694.86203453847,-6.047342777123532
9,0.2234029769897461,1.94482421875,96.42101247290078,37209.62900523289,-0.006387911096819909,115.0546397414862,148120.56041800248,-3.977977769590596
10,0.19248533248901367,2.1373095512390137,89.68520470811184,36403.77323023774,0.015407616881398356,118.91636441140676,250485.71664897728,-7.418225839544075
11,0.20545077323913574,2.3427603244781494,86.31941834397873,30160.6044708744,0.18426309150805997,107.88050065066088,147192.80944208722,-3.9467982782303883
12,0.20046401023864746,2.543224334716797,82.15681658817692,29089.20974903134,0.21324050205746814,100.56004232008827,105046.81625356611,-2.5303722494758043
13,0.18650150299072266,2.7297258377075195,80.7650021755231,29914.201337171216,0.1909274185020321,98.76813045712504,90068.68751354165,-2.0269931663323564
14,0.22240543365478516,2.9521312713623047,79.21158482891585,25147.506882277412,0.31984952290201774,89.24319647892699,41806.07081221362,-0.40500205069326856
15,0.19946670532226562,3.1515979766845703,76.03140820416176,25497.44255301258,0.31038500959983184,86.7106717376573,40323.94073600594,-0.3551912037036111
16,0.18849611282348633,3.3400940895080566,74.67329282332416,24578.304416703348,0.3352444219008678,83.05302889886812,31147.43666406683,-0.046790849669313905
