estimator,mean_train_r2,std_train_r2,mean_test_r2,std_test_r2,mean_train_neg_MAE,std_train_neg_MAE,mean_test_neg_MAE,std_test_neg_MAE,mean_train_neg_RMSE,std_train_neg_RMSE,mean_test_neg_RMSE,std_test_neg_RMSE,params,mean_fit_time,mean_score_time,elem_prop,mat_prop
Ridge,0.8366685939587276,0.0072143894733391,0.7274534585263988,0.029128077483114533,-20.207821998814612,0.6245166734451405,-24.875886140034993,0.862614728150627,-27.35289206109394,0.9666305040634756,-35.20364478490966,1.233422767532886,"{'alpha': 0.001, 'fit_intercept': True}",0.002660036087036133,0.0013301372528076172,oliynyk,ael_bulk_modulus_vrh
Ridge,0.8321120166939305,0.006846201023944993,0.7482006976566705,0.019327722997805778,-20.410247330285955,0.6184699554220878,-24.242153142554685,0.9756052229404115,-27.73184630113846,0.9245646606849467,-33.87800048781775,1.0550679454266298,"{'alpha': 0.01, 'fit_intercept': True}",0.0036573410034179688,0.0016619364420572917,oliynyk,ael_bulk_modulus_vrh
Ridge,0.8150361528300083,0.005976851914645937,0.7598053550798318,0.00909387942805915,-21.2445060993528,0.5955021100672742,-23.77963057655627,0.9866799038227818,-29.108740006500998,0.8533497269773038,-33.12596477037576,1.1138976020452707,"{'alpha': 0.1, 'fit_intercept': True}",0.003989219665527344,0.001994450887044271,oliynyk,ael_bulk_modulus_vrh
Ridge,0.7718667377398925,0.002596210052678226,0.7387430925303248,0.0028179690626523777,-23.48502343084444,0.7556490747693563,-24.882521049134695,1.1360433443117026,-32.330255279047805,0.7701171590784114,-34.55811208311789,1.1375478655839149,"{'alpha': 1.0, 'fit_intercept': True}",0.006316264470418294,0.001994450887044271,oliynyk,ael_bulk_modulus_vrh
Ridge,0.6719374129659256,0.004786869530339045,0.6557831050968362,0.007188336958062857,-27.926684521059315,0.8767965269238399,-28.614489154590036,1.6027174124250916,-38.76219403690729,0.5815559731920825,-39.66880671200145,1.438830952640233,"{'alpha': 10.0, 'fit_intercept': True}",0.003989617029825847,0.002991835276285807,oliynyk,ael_bulk_modulus_vrh
Ridge,0.38114504355113277,0.007260335245729469,0.37427379748195166,0.009038120441380403,-41.343987275055696,0.9897949267817528,-41.59657901397566,2.484926505919595,-53.23865993168761,0.7505500837576409,-53.50110634951053,2.3071249564015535,"{'alpha': 100.0, 'fit_intercept': True}",0.004986763000488281,0.002659479777018229,oliynyk,ael_bulk_modulus_vrh
Ridge,0.07291915942123224,0.002067055896999549,0.06946784113629594,0.0031198932879699763,-52.06228256462123,1.1839218731794774,-52.179684077212606,2.2383425121506795,-65.16742016952874,1.1484027043253509,-65.23295099358252,2.4708272507591578,"{'alpha': 1000.0, 'fit_intercept': True}",0.0029920736948649087,0.0016621748606363933,oliynyk,ael_bulk_modulus_vrh
ExtraTreesRegressor,0.9914421628756296,0.0011535121433155725,0.7379094008731043,0.01345615851526086,-1.2236513234192634,0.041793551771240826,-24.163850106921416,1.4337738815503789,-6.240016458988965,0.29369636221612216,-34.61176012350298,1.6535534950490756,"{'max_features': 'sqrt', 'n_estimators': 16}",0.08776497840881348,0.003989299138387044,oliynyk,ael_bulk_modulus_vrh
ExtraTreesRegressor,0.9914421628756296,0.0011535121433155725,0.7482564890011322,0.020919565677944896,-1.2236513218575629,0.04179355206457425,-23.439944031961726,0.5564931854793488,-6.240016458988965,0.29369636221612283,-33.8617380768799,0.9225144394130176,"{'max_features': 'sqrt', 'n_estimators': 32}",0.15491906801859537,0.015292962392171225,oliynyk,ael_bulk_modulus_vrh
ExtraTreesRegressor,0.9914421628756296,0.0011535121433155725,0.7549682307418107,0.018295391359240142,-1.2236513202958836,0.041793550536715074,-23.017641888523844,0.628227421062498,-6.240016458988965,0.2936963622161225,-33.415257455818384,0.809341405252437,"{'max_features': 'sqrt', 'n_estimators': 64}",0.19846979777018228,0.007978598276774088,oliynyk,ael_bulk_modulus_vrh
ExtraTreesRegressor,0.9914421628756296,0.0011535121433155725,0.7548774340601297,0.017850131545794432,-1.2236513206863877,0.0417935509186771,-22.92675004006197,0.863954825127994,-6.240016458988964,0.29369636221612244,-33.42468272867494,0.846149827707162,"{'max_features': 'sqrt', 'n_estimators': 128}",0.335769255956014,0.015624761581420898,oliynyk,ael_bulk_modulus_vrh
ExtraTreesRegressor,0.9914421628756296,0.0011535121433155725,0.7540574721898148,0.013981260755427447,-1.2236513236147604,0.041793553328117995,-22.946393275794403,0.9892416324658294,-6.240016458988965,0.29369636221612266,-33.49816792121306,0.8794659735465371,"{'max_features': 'sqrt', 'n_estimators': 256}",0.715420643488566,0.03357680638631185,oliynyk,ael_bulk_modulus_vrh
ExtraTreesRegressor,0.9914421628756296,0.0011535121433155725,0.7567997714375431,0.013545450203040143,-1.223651321662939,0.04179355153212114,-22.857379441775304,0.9775218822970698,-6.240016458988964,0.29369636221612244,-33.31295143882815,0.9117044454426063,"{'max_features': 'sqrt', 'n_estimators': 512}",1.3175037701924641,0.06349706649780273,oliynyk,ael_bulk_modulus_vrh
ExtraTreesRegressor,0.9914421628756296,0.0011535121433155725,0.7563982869172666,0.015068667201180731,-1.2236513226395742,0.04179355228784661,-22.85571904805779,0.8969317700224437,-6.240016458988965,0.29369636221612266,-33.332862765102675,0.8478820989796827,"{'max_features': 'sqrt', 'n_estimators': 1024}",2.577486991882324,0.11270745595296223,oliynyk,ael_bulk_modulus_vrh
