estimator,mean_train_r2,std_train_r2,mean_test_r2,std_test_r2,mean_train_neg_MAE,std_train_neg_MAE,mean_test_neg_MAE,std_test_neg_MAE,mean_train_neg_RMSE,std_train_neg_RMSE,mean_test_neg_RMSE,std_test_neg_RMSE,params,mean_fit_time,mean_score_time,elem_prop,mat_prop
Ridge,0.8597708071797802,0.006942500636901413,0.7069661369598301,0.03999824721845726,-0.4899401975068492,0.0145279900985099,-0.6679814545455227,0.038902641296026344,-0.6540462768002028,0.013075837737353517,-0.9430680159249915,0.07467598843256387,"{'alpha': 0.01, 'fit_intercept': True}",0.008976221084594727,0.0016613006591796875,onehot,energy_atom
ExtraTreesRegressor,0.9968784914102673,0.0016661183729715825,0.5862175306055569,0.0499733105617293,-0.013929056030851086,0.00507895392119663,-0.8272515334666547,0.0565952060468847,-0.09204879222620994,0.030012963897719184,-1.122699041165057,0.09554951413943162,"{'max_features': 'sqrt', 'n_estimators': 2048}",5.016128460566203,0.17686080932617188,onehot,energy_atom
RandomForestRegressor,0.9243759855041116,0.00512350061331385,0.46587488208563205,0.05173513155517292,-0.3621397512226334,0.00840036161190242,-0.963834879243628,0.06299831588782837,-0.4801790263621588,0.014485084539872054,-1.2767699673907416,0.10222558820081354,"{'max_features': 'sqrt', 'n_estimators': 128}",0.47539544105529785,0.011635621388753256,onehot,energy_atom
AdaBoostRegressor,0.4956634886039417,0.024147444189597432,0.3534102533522289,0.042215999007502204,-1.0372853734199934,0.027305588463414326,-1.1104072123033337,0.059001620104095355,-1.2409866723355547,0.04498883054453883,-1.4050334152836113,0.0918355198724121,"{'learning_rate': 1, 'n_estimators': 256}",2.4609502156575522,0.04205775260925293,onehot,energy_atom
GradientBoostingRegressor,0.9947645892362865,0.0017151874108428673,0.6427041894130423,0.05675110998737272,-0.07745676065073069,0.0060398154576335695,-0.7471360623961042,0.06581939925036957,-0.12410878080358462,0.020871595026996516,-1.0424261397743368,0.1086129261715068,"{'learning_rate': 0.1, 'n_estimators': 1024}",21.912587722142536,0.004654248555501302,onehot,energy_atom
KNeighborsRegressor,0.9941779638895257,0.0028449497445273667,0.07927589141645568,0.10181134331916956,-0.013887062161111635,0.004147123697351823,-1.238274092712473,0.057841302514657605,-0.1273458958329581,0.03628539830898642,-1.6712631242585776,0.07798319189356352,"{'n_neighbors': 1, 'weights': 'uniform'}",0.021940946578979492,0.09075768788655598,onehot,energy_atom
SVR,0.863881875579791,0.007822357419987491,0.7378998935467935,0.025973383199519067,-0.4006226960930408,0.01163476105567061,-0.6290124060346174,0.03591854765609929,-0.6446027028241497,0.024687638913924656,-0.8935799693801422,0.06364292770936077,"{'C': 1000, 'gamma': 0.01}",0.1964739958445231,0.06035407384236654,onehot,energy_atom
