estimator,mean_train_r2,std_train_r2,mean_test_r2,std_test_r2,mean_train_neg_MAE,std_train_neg_MAE,mean_test_neg_MAE,std_test_neg_MAE,mean_train_neg_RMSE,std_train_neg_RMSE,mean_test_neg_RMSE,std_test_neg_RMSE,params,mean_fit_time,mean_score_time,elem_prop,mat_prop
Ridge,0.6498366796018965,0.01423131066336016,0.5581466824521184,0.03530654250226591,-17.45146437696225,0.22276295888229125,-19.26071447732411,0.7542271184354893,-24.684696699306482,0.6240180959798087,-27.709361688855846,1.4696764851809985,"{'alpha': 0.001, 'fit_intercept': True}",0.0019946893056233725,0.001329978307088216,magpie,ael_shear_modulus_vrh
Ridge,0.645313389095174,0.014543671413949823,0.5618476241926905,0.03409213342634148,-17.44482988691669,0.22646561668884566,-19.129039485740197,0.7281766888554744,-24.843689295513737,0.6381499100902763,-27.593875700699442,1.436617450812472,"{'alpha': 0.01, 'fit_intercept': True}",0.0026601155598958335,0.001329342524210612,magpie,ael_shear_modulus_vrh
Ridge,0.6323362074912638,0.013606011657143766,0.5735416999405594,0.023233794898416357,-17.515238707705482,0.28940078010887993,-18.746683582629327,0.5922926970341528,-25.295193471508753,0.6127897525371555,-27.234728233010177,1.2420535959264896,"{'alpha': 0.1, 'fit_intercept': True}",0.002326806386311849,0.001662890116373698,magpie,ael_shear_modulus_vrh
Ridge,0.5876021934089076,0.009432820809278328,0.5528951578588986,0.021998444255925835,-18.320286858261394,0.3503066743420663,-19.06920448114504,0.7305927401987706,-26.794109552650298,0.5798008311528768,-27.89113260622641,1.3021108449902474,"{'alpha': 1.0, 'fit_intercept': True}",0.001994530359903971,0.0009973843892415364,magpie,ael_shear_modulus_vrh
Ridge,0.49949175703833903,0.00824996203197923,0.48071127915526485,0.017205114356995004,-20.3295992018454,0.19514058725322855,-20.74811886570565,0.5407332523278184,-29.518459223199695,0.5703608567078268,-30.057928383945903,1.1579809352176225,"{'alpha': 10.0, 'fit_intercept': True}",0.0019946893056233725,0.0016621748606363933,magpie,ael_shear_modulus_vrh
Ridge,0.28396138743628957,0.005216827996327958,0.2758269014015345,0.011077061569573709,-24.913861289513818,0.19720746907338643,-25.08366751897235,0.3410362119672334,-35.30539467358747,0.49183446099088024,-35.49235279276872,1.044396989060551,"{'alpha': 100.0, 'fit_intercept': True}",0.001994609832763672,0.0013298193613688152,magpie,ael_shear_modulus_vrh
Ridge,0.05366242508677921,0.0012469901181148162,0.050663213888076264,0.0025139158221047326,-29.383411544529025,0.1993305851471755,-29.43865831597652,0.06758201716844206,-40.58706661480405,0.4626004532741941,-40.63309505001353,0.9571671615499486,"{'alpha': 1000.0, 'fit_intercept': True}",0.0019947687784830728,0.0016620953877766926,magpie,ael_shear_modulus_vrh
ExtraTreesRegressor,0.9864102487341775,0.0012178758729163622,0.5777537031539309,0.02659920666772483,-0.9442816473069865,0.10477237951131957,-18.6166421714921,0.1343852331237,-4.858454223715701,0.21003827622474286,-27.091855347767183,1.230303845319399,"{'max_features': 'sqrt', 'n_estimators': 16}",0.04587761561075846,0.0036568641662597656,magpie,ael_shear_modulus_vrh
ExtraTreesRegressor,0.9864102487341775,0.0012178758729163622,0.5779072883488547,0.025655852831029426,-0.944281647306996,0.10477237951131965,-18.599642851191856,0.35100188451965464,-4.858454223715701,0.21003827622474286,-27.096755254655374,1.3780348896903516,"{'max_features': 'sqrt', 'n_estimators': 32}",0.07612975438435872,0.00531919797261556,magpie,ael_shear_modulus_vrh
ExtraTreesRegressor,0.9864102487341775,0.0012178758729163622,0.6107757057987407,0.01751061256413553,-0.9442816473070144,0.10477237951131901,-18.063404783110162,0.46736847387368663,-4.858454223715701,0.21003827622474286,-26.021583586326013,1.1213410614399175,"{'max_features': 'sqrt', 'n_estimators': 64}",0.15325681368509927,0.006316264470418294,magpie,ael_shear_modulus_vrh
ExtraTreesRegressor,0.9864102487341775,0.0012178758729163622,0.6061404683061135,0.01640214490745624,-0.9442816488711158,0.10477238034985421,-17.826217866389023,0.44024715552255267,-4.858454223715701,0.21003827622474325,-26.177533563825786,1.1170107603797692,"{'max_features': 'sqrt', 'n_estimators': 128}",0.2340407371520996,0.011635621388753256,magpie,ael_shear_modulus_vrh
ExtraTreesRegressor,0.9864102487341775,0.0012178758729163622,0.6045024381106511,0.018091041971965857,-0.9442816476981409,0.10477237972094922,-17.975985679260315,0.46417496899610317,-4.858454223715701,0.21003827622474286,-26.230487426723286,1.141489051191451,"{'max_features': 'sqrt', 'n_estimators': 256}",0.39959947268168133,0.020943959554036457,magpie,ael_shear_modulus_vrh
ExtraTreesRegressor,0.9864102487341775,0.0012178758729163622,0.612394205268945,0.020016253589786058,-0.9442816484800375,0.10477238020431218,-17.743322049624727,0.39546766374562836,-4.858454223715701,0.2100382762247426,-25.967033597136208,1.2025065737332943,"{'max_features': 'sqrt', 'n_estimators': 512}",0.7822794119517008,0.041887919108072914,magpie,ael_shear_modulus_vrh
ExtraTreesRegressor,0.9864102487341775,0.0012178758729163622,0.6121158217990941,0.021457459647654487,-0.944281648186338,0.1047723795435878,-17.752044204101598,0.41804587472268484,-4.858454223715701,0.21003827622474286,-25.97566014204682,1.2420601165238105,"{'max_features': 'sqrt', 'n_estimators': 1024}",1.5565608342488606,0.0811158021291097,magpie,ael_shear_modulus_vrh
