estimator,mean_train_r2,std_train_r2,mean_test_r2,std_test_r2,mean_train_neg_MAE,std_train_neg_MAE,mean_test_neg_MAE,std_test_neg_MAE,mean_train_neg_RMSE,std_train_neg_RMSE,mean_test_neg_RMSE,std_test_neg_RMSE,params,mean_fit_time,mean_score_time,elem_prop,mat_prop
Ridge,0.6353717449983771,0.020049598482252778,0.5356690307144213,0.039146802347932455,-16.079911740463846,0.2554333521039759,-18.193060770869813,0.7147100174630423,-25.093467481000857,1.852914461549971,-28.26787507286048,3.805108499957582,"{'alpha': 1.0, 'fit_intercept': True}",0.008643706639607748,0.0026601155598958335,onehot,ael_shear_modulus_vrh
ExtraTreesRegressor,0.9870791207856611,0.0008145123996467962,0.42259736476934107,0.03686597812945885,-0.8272354858093123,0.06380676761164276,-20.205990174653014,1.0028627959206635,-4.723020433357921,0.3540864114063232,-31.49565287915824,3.8264460647705225,"{'max_features': 'sqrt', 'n_estimators': 2048}",5.224390188852946,0.18218914667765299,onehot,ael_shear_modulus_vrh
RandomForestRegressor,0.9141116399214692,0.002793648426694911,0.3923953845527047,0.023394943594652672,-8.293060168539322,0.08454040293520163,-21.660883664158877,0.9035064524759899,-12.15734472214214,0.40493532777674274,-32.27252629646394,3.3499790872111026,"{'max_features': 'sqrt', 'n_estimators': 128}",0.546871026357015,0.011967976888020834,onehot,ael_shear_modulus_vrh
AdaBoostRegressor,0.361192868116893,0.08110363869655146,0.15501288702494834,0.07582237464911573,-25.501380177302376,0.4757768150737071,-27.299991036264718,1.109370511865699,-33.0241534295833,0.6224092657465897,-37.98223402019942,3.714693326433235,"{'learning_rate': 0.001, 'n_estimators': 16}",0.36400914192199707,0.004987001419067383,onehot,ael_shear_modulus_vrh
GradientBoostingRegressor,0.9649795288093349,0.002764399370829291,0.4467443483541877,0.02946320360029942,-5.514133869256772,0.1460482647656341,-19.572022977503195,0.9140974334852788,-7.7494197971523215,0.08042596593457384,-30.835322447840422,3.7010729039374706,"{'learning_rate': 0.1, 'n_estimators': 512}",11.182400623957315,0.0029920736948649087,onehot,ael_shear_modulus_vrh
KNeighborsRegressor,0.9741582415713221,0.0016290247992935924,-0.09337972605482976,0.18186635176538532,-0.8272354858081469,0.06380676761162701,-26.804922478922037,2.286170453442802,-6.679359552220025,0.5007538052628416,-43.42531797400451,7.653802070832958,"{'n_neighbors': 1, 'weights': 'uniform'}",0.021941184997558594,0.08477346102396648,onehot,ael_shear_modulus_vrh
SVR,0.5860392907515103,0.035751073989458794,0.5137437992547751,0.04859123895418928,-14.580154968123297,0.21017286717361006,-18.105112913372995,0.8735990714696638,-26.74128513939354,2.379735284985551,-28.94776727019169,4.190487036030238,"{'C': 100, 'gamma': 0.1}",0.15325657526652017,0.06914877891540527,onehot,ael_shear_modulus_vrh
