estimator,mean_train_r2,std_train_r2,mean_test_r2,std_test_r2,mean_train_neg_MAE,std_train_neg_MAE,mean_test_neg_MAE,std_test_neg_MAE,mean_train_neg_RMSE,std_train_neg_RMSE,mean_test_neg_RMSE,std_test_neg_RMSE,params,mean_fit_time,mean_score_time,elem_prop,mat_prop
Ridge,0.8288599651793409,0.013458038776594294,0.7371712804208741,0.035851451055269,-19.292169342601028,0.4308123626405641,-23.702923865845317,0.770965269073811,-26.78695605898962,0.7318971988215376,-33.032382860765544,1.3079618034940785,"{'alpha': 0.1, 'fit_intercept': True}",0.03823169072469076,0.0043210188547770185,jarvis,ael_bulk_modulus_vrh
ExtraTreesRegressor,0.9930891922343067,0.0016815787541230214,0.7303583807163593,0.02410606902661713,-1.158262927610013,0.2631563616092303,-22.725887330648295,0.5221497598365744,-5.3565885714684045,0.6900500770295408,-33.51930256739855,0.495480962235756,"{'max_features': 'sqrt', 'n_estimators': 2048}",9.185665607452393,0.1780869960784912,jarvis,ael_bulk_modulus_vrh
RandomForestRegressor,0.9586992503901244,0.001743231533721098,0.7279317583232214,0.023236395515514763,-9.047778986655246,0.1689657457609414,-23.16772656295552,0.5479210162747092,-13.172363987394702,0.2814444615436771,-33.677845696481334,0.5015176684053669,"{'max_features': 'sqrt', 'n_estimators': 1024}",7.608625173568726,0.08608643213907878,jarvis,ael_bulk_modulus_vrh
AdaBoostRegressor,0.809944761455173,0.014194676828946533,0.6763208894925524,0.03317936635474261,-22.58413626460535,0.5608424039883648,-27.10150846093268,1.1242562190419536,-28.23269837127567,0.7679731005395736,-36.725783914847746,1.2795238835114393,"{'learning_rate': 0.1, 'n_estimators': 128}",14.457301457722982,0.13297740618387857,jarvis,ael_bulk_modulus_vrh
GradientBoostingRegressor,0.9860897093940547,0.0017359906715766493,0.7340877786015492,0.030722218738326847,-5.345948974956774,0.19015056485264734,-22.78384933116955,0.849895202703283,-7.632904936846235,0.4871515939673188,-33.255204854061255,0.9630449553155973,"{'learning_rate': 0.1, 'n_estimators': 256}",35.00043741861979,0.004321734110514323,jarvis,ael_bulk_modulus_vrh
KNeighborsRegressor,0.9860439847645525,0.003544369651104088,0.5447904163916352,0.05643914074114213,-1.1741140448544496,0.2776552839174898,-30.225762575476676,0.21732974515147907,-7.607478979400291,1.0168921619573594,-43.48767370456361,1.4108556707905344,"{'n_neighbors': 1, 'weights': 'uniform'}",0.08710010846455891,0.31947946548461914,jarvis,ael_bulk_modulus_vrh
SVR,0.9093128020666003,0.008725437820204683,0.7478910984392186,0.02050276200345102,-8.525977949821831,0.2751188577544277,-22.338371423080243,0.2979317544225199,-19.493537891226442,0.8177819513506411,-32.42576788501062,0.5248714364181908,"{'C': 100, 'gamma': 1}",0.6938191254933676,0.3307991027832031,jarvis,ael_bulk_modulus_vrh
