epoch,epoch_times,cumulative_times,mae_train,mse_train,r2_train,mae_val,mse_val,r2_val
0,1.148949384689331,1.148949384689331,1.37369345989259,2.907574395102359,0.011435898004220402,1.3845716346432968,2.985914864680068,0.010672546509205239
1,1.159898281097412,2.308847665786743,1.3509369169028498,2.82849998157986,0.038320894214940004,1.3626995830638355,2.9098647763860437,0.03587033130865225
2,0.9983518123626709,3.307199478149414,1.3006689218167775,2.6616579244519443,0.09504655140108409,1.3141573874282206,2.748840357591549,0.08922278287389851
3,1.0123167037963867,4.319516181945801,1.2075044983515997,2.3676041636677008,0.1950236981450536,1.224017020806292,2.455556628072459,0.1863969015025264
4,0.9763894081115723,5.295905590057373,1.08583349549933,2.033655783110727,0.3085648620424707,1.1080609534440362,2.10974079195472,0.30097655833403836
5,1.033259630203247,6.32916522026062,0.990004143133704,1.786537108980262,0.3925842599948215,1.0162802370733872,1.8459767660945057,0.38836987122232325
6,1.010343074798584,7.339508295059204,0.9165455763461289,1.5786890628897339,0.4632517955808977,0.942536963944951,1.6250016246453338,0.4615858816855356
7,1.05118989944458,8.390698194503784,0.8606065518395752,1.4378560049597815,0.5111344931580794,0.8859087075384346,1.4751629664752155,0.5112321391443209
8,1.0671472549438477,9.457845449447632,0.8349807645405181,1.3449106589057291,0.5427355530351308,0.8601501731975024,1.3929683848349765,0.5384657877344966
9,1.0102996826171875,10.46814513206482,0.8287462136588594,1.3024346150192314,0.557177244450394,0.852773730026911,1.3507751321699373,0.5524457386391146
10,1.0013461112976074,11.469491243362427,0.7914106946683631,1.2073999728119638,0.5894886569770581,0.8138259550772704,1.25471001370162,0.5842751320849104
11,0.966416597366333,12.43590784072876,0.7742656755815536,1.1579924989592099,0.6062870078991874,0.7960170627721723,1.2043998680165604,0.6009444647923197
12,1.0043153762817383,13.440223217010498,0.7477274555608295,1.095181805247174,0.6276424019794771,0.7688902885662183,1.1405895651309614,0.622086823942285
13,0.9803788661956787,14.420602083206177,0.721166209032176,1.0269525120980436,0.6508400990101673,0.7417523597391485,1.0778172613017825,0.6428852613765439
14,1.0162832736968994,15.436885356903076,0.7008742811506458,0.9721080566505756,0.6694870027455282,0.7206924198846177,1.0254686289899746,0.660230008780893
15,0.979381799697876,16.416267156600952,0.6864981161407789,0.9317603729025937,0.6832050599065485,0.7058651381874477,0.9847497660800424,0.6737214480138868
16,1.0132911205291748,17.429558277130127,0.6629033389049549,0.8730360171932516,0.7031711147957624,0.6809508026821597,0.9235726924566686,0.6939913355367235
17,0.9793820381164551,18.408940315246582,0.639960566482097,0.8263612465271213,0.7190403571536342,0.6592836063458002,0.8795740500927786,0.7085694687989335
18,1.0162835121154785,19.42522382736206,0.622047893360596,0.780868647495455,0.7345076657064082,0.6409768977016563,0.8377964717994899,0.7224116937179417
19,0.979381799697876,20.404605627059937,0.6041012869386571,0.7328782248158847,0.7508242246844141,0.6212605065397404,0.7911901530860505,0.737853832124084
20,1.0073070526123047,21.41191267967224,0.5894153811127318,0.6970977499031304,0.7629894484223484,0.6067682064424123,0.755809261982841,0.7495766335044656
21,1.0003247261047363,22.412237405776978,0.5727181569257972,0.6647082460328044,0.7740017550589704,0.5876611040344738,0.7209999793208584,0.7611100430404104
